nohup: ignoring input
Some weights of RobertaModel were not initialized from the model checkpoint at roberta-base and are newly initialized: ['pooler.dense.bias', 'pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
The new embeddings will be initialized from a multivariate normal distribution that has old embeddings' mean and covariance. As described in this article: https://nlp.stanford.edu/~johnhew/vocab-expansion.html. To disable this, use `mean_resizing=False`
/home/ethanbobrik/explainable-misinfo-ai/baseline_model/training/train_twophase.py:540: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler() if use_amp else None
[train] Using device: cuda
[load_dataset] Loading dataset from /home/ethanbobrik/explainable-misinfo-ai/data/processed/final_datasets
[load_dataset] Found parquet files, loading from parquet
[train] Using backbone: roberta-base
[tokenize] Added 4 special tokens to tokenizer.
[lora_utils] Applied PEFT LoRA to encoder.
[train] Detected 12 transformer layers
[Phase 1] Head-only training
  Trainable: 397,063 | Frozen: 124,943,616 | Total: 125,340,679
Phase1 Epoch 1/10:  48%|████▊     | 598/1239 [04:07<01:45,  6.08it/s, Loss=0.7639, Acc=56.99%]
Phase1 Epoch 1/10:  48%|████▊     | 599/1239 [04:07<01:42,  6.25it/s, Loss=0.7639, Acc=56.99%]
Phase1 Epoch 1/10:  48%|████▊     | 599/1239 [04:07<01:42,  6.25it/s, Loss=0.7637, Acc=57.00%]
Phase1 Epoch 1/10:  48%|████▊     | 600/1239 [04:07<01:44,  6.09it/s, Loss=0.7637, Acc=57.00%]
Phase1 Epoch 1/10:  48%|████▊     | 600/1239 [04:07<01:44,  6.09it/s, Loss=0.7636, Acc=57.00%]
Phase1 Epoch 1/10:  49%|████▊     | 601/1239 [04:07<01:47,  5.92it/s, Loss=0.7636, Acc=57.00%]
Phase1 Epoch 1/10:  49%|████▊     | 601/1239 [04:07<01:47,  5.92it/s, Loss=0.7636, Acc=56.99%]
Phase1 Epoch 1/10:  49%|████▊     | 602/1239 [04:07<01:44,  6.09it/s, Loss=0.7636, Acc=56.99%]
Phase1 Epoch 1/10:  49%|████▊     | 602/1239 [04:08<01:44,  6.09it/s, Loss=0.7636, Acc=57.01%]
Phase1 Epoch 1/10:  49%|████▊     | 603/1239 [04:08<01:40,  6.31it/s, Loss=0.7636, Acc=57.01%]
Phase1 Epoch 1/10:  49%|████▊     | 603/1239 [04:08<01:40,  6.31it/s, Loss=0.7633, Acc=57.04%]
Phase1 Epoch 1/10:  49%|████▊     | 604/1239 [04:08<01:43,  6.12it/s, Loss=0.7633, Acc=57.04%]
Phase1 Epoch 1/10:  49%|████▊     | 604/1239 [04:08<01:43,  6.12it/s, Loss=0.7632, Acc=57.05%]
Phase1 Epoch 1/10:  49%|████▉     | 605/1239 [04:08<01:46,  5.95it/s, Loss=0.7632, Acc=57.05%]
Phase1 Epoch 1/10:  49%|████▉     | 605/1239 [04:08<01:46,  5.95it/s, Loss=0.7631, Acc=57.05%]
Phase1 Epoch 1/10:  49%|████▉     | 606/1239 [04:08<01:44,  6.06it/s, Loss=0.7631, Acc=57.05%]
Phase1 Epoch 1/10:  49%|████▉     | 606/1239 [04:08<01:44,  6.06it/s, Loss=0.7630, Acc=57.06%]
Phase1 Epoch 1/10:  49%|████▉     | 607/1239 [04:08<01:40,  6.28it/s, Loss=0.7630, Acc=57.06%]
Phase1 Epoch 1/10:  49%|████▉     | 607/1239 [04:08<01:40,  6.28it/s, Loss=0.7629, Acc=57.06%]
Phase1 Epoch 1/10:  49%|████▉     | 608/1239 [04:08<01:43,  6.11it/s, Loss=0.7629, Acc=57.06%]
Phase1 Epoch 1/10:  49%|████▉     | 608/1239 [04:09<01:43,  6.11it/s, Loss=0.7628, Acc=57.07%]
Phase1 Epoch 1/10:  49%|████▉     | 609/1239 [04:09<01:45,  5.95it/s, Loss=0.7628, Acc=57.07%]
Phase1 Epoch 1/10:  49%|████▉     | 609/1239 [04:09<01:45,  5.95it/s, Loss=0.7626, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 610/1239 [04:09<01:42,  6.14it/s, Loss=0.7626, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 610/1239 [04:09<01:42,  6.14it/s, Loss=0.7626, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 611/1239 [04:09<01:39,  6.30it/s, Loss=0.7626, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 611/1239 [04:09<01:39,  6.30it/s, Loss=0.7626, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 612/1239 [04:09<01:42,  6.11it/s, Loss=0.7626, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 612/1239 [04:09<01:42,  6.11it/s, Loss=0.7624, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 613/1239 [04:09<01:45,  5.95it/s, Loss=0.7624, Acc=57.09%]
Phase1 Epoch 1/10:  49%|████▉     | 613/1239 [04:09<01:45,  5.95it/s, Loss=0.7622, Acc=57.12%]
Phase1 Epoch 1/10:  50%|████▉     | 614/1239 [04:09<01:42,  6.10it/s, Loss=0.7622, Acc=57.12%]
Phase1 Epoch 1/10:  50%|████▉     | 614/1239 [04:10<01:42,  6.10it/s, Loss=0.7620, Acc=57.13%]
Phase1 Epoch 1/10:  50%|████▉     | 615/1239 [04:10<01:39,  6.25it/s, Loss=0.7620, Acc=57.13%]
Phase1 Epoch 1/10:  50%|████▉     | 615/1239 [04:10<01:39,  6.25it/s, Loss=0.7619, Acc=57.15%]
Phase1 Epoch 1/10:  50%|████▉     | 616/1239 [04:10<01:42,  6.08it/s, Loss=0.7619, Acc=57.15%]
Phase1 Epoch 1/10:  50%|████▉     | 616/1239 [04:10<01:42,  6.08it/s, Loss=0.7617, Acc=57.16%]
Phase1 Epoch 1/10:  50%|████▉     | 617/1239 [04:10<01:45,  5.92it/s, Loss=0.7617, Acc=57.16%]
Phase1 Epoch 1/10:  50%|████▉     | 617/1239 [04:10<01:45,  5.92it/s, Loss=0.7615, Acc=57.19%]
Phase1 Epoch 1/10:  50%|████▉     | 618/1239 [04:10<01:43,  6.02it/s, Loss=0.7615, Acc=57.19%]
Phase1 Epoch 1/10:  50%|████▉     | 618/1239 [04:10<01:43,  6.02it/s, Loss=0.7613, Acc=57.18%]
Phase1 Epoch 1/10:  50%|████▉     | 619/1239 [04:10<01:39,  6.21it/s, Loss=0.7613, Acc=57.18%]
Phase1 Epoch 1/10:  50%|████▉     | 619/1239 [04:10<01:39,  6.21it/s, Loss=0.7613, Acc=57.17%]
Phase1 Epoch 1/10:  50%|█████     | 620/1239 [04:10<01:42,  6.05it/s, Loss=0.7613, Acc=57.17%]
Phase1 Epoch 1/10:  50%|█████     | 620/1239 [04:11<01:42,  6.05it/s, Loss=0.7612, Acc=57.17%]
Phase1 Epoch 1/10:  50%|█████     | 621/1239 [04:11<01:44,  5.89it/s, Loss=0.7612, Acc=57.17%]
Phase1 Epoch 1/10:  50%|█████     | 621/1239 [04:11<01:44,  5.89it/s, Loss=0.7613, Acc=57.15%]
Phase1 Epoch 1/10:  50%|█████     | 622/1239 [04:11<01:42,  6.00it/s, Loss=0.7613, Acc=57.15%]
Phase1 Epoch 1/10:  50%|█████     | 622/1239 [04:11<01:42,  6.00it/s, Loss=0.7612, Acc=57.15%]
Phase1 Epoch 1/10:  50%|█████     | 623/1239 [04:11<01:38,  6.24it/s, Loss=0.7612, Acc=57.15%]
Phase1 Epoch 1/10:  50%|█████     | 623/1239 [04:11<01:38,  6.24it/s, Loss=0.7612, Acc=57.15%]
Phase1 Epoch 1/10:  50%|█████     | 624/1239 [04:11<01:41,  6.08it/s, Loss=0.7612, Acc=57.15%]
Phase1 Epoch 1/10:  50%|█████     | 624/1239 [04:11<01:41,  6.08it/s, Loss=0.7610, Acc=57.16%]
Phase1 Epoch 1/10:  50%|█████     | 625/1239 [04:11<01:44,  5.87it/s, Loss=0.7610, Acc=57.16%]
Phase1 Epoch 1/10:  50%|█████     | 625/1239 [04:11<01:44,  5.87it/s, Loss=0.7609, Acc=57.17%]
Phase1 Epoch 1/10:  51%|█████     | 626/1239 [04:11<01:38,  6.26it/s, Loss=0.7609, Acc=57.17%]
Phase1 Epoch 1/10:  51%|█████     | 626/1239 [04:12<01:38,  6.26it/s, Loss=0.7607, Acc=57.19%]
Phase1 Epoch 1/10:  51%|█████     | 627/1239 [04:12<01:39,  6.14it/s, Loss=0.7607, Acc=57.19%]
Phase1 Epoch 1/10:  51%|█████     | 627/1239 [04:12<01:39,  6.14it/s, Loss=0.7608, Acc=57.18%]
Phase1 Epoch 1/10:  51%|█████     | 628/1239 [04:12<01:41,  6.05it/s, Loss=0.7608, Acc=57.18%]
Phase1 Epoch 1/10:  51%|█████     | 628/1239 [04:12<01:41,  6.05it/s, Loss=0.7607, Acc=57.19%]
Phase1 Epoch 1/10:  51%|█████     | 629/1239 [04:12<01:43,  5.90it/s, Loss=0.7607, Acc=57.19%]
Phase1 Epoch 1/10:  51%|█████     | 629/1239 [04:12<01:43,  5.90it/s, Loss=0.7606, Acc=57.19%]
Phase1 Epoch 1/10:  51%|█████     | 630/1239 [04:12<01:38,  6.21it/s, Loss=0.7606, Acc=57.19%]
Phase1 Epoch 1/10:  51%|█████     | 630/1239 [04:12<01:38,  6.21it/s, Loss=0.7605, Acc=57.20%]
Phase1 Epoch 1/10:  51%|█████     | 631/1239 [04:12<01:36,  6.33it/s, Loss=0.7605, Acc=57.20%]
Phase1 Epoch 1/10:  51%|█████     | 631/1239 [04:12<01:36,  6.33it/s, Loss=0.7604, Acc=57.21%]
Phase1 Epoch 1/10:  51%|█████     | 632/1239 [04:12<01:38,  6.18it/s, Loss=0.7604, Acc=57.21%]
Phase1 Epoch 1/10:  51%|█████     | 632/1239 [04:13<01:38,  6.18it/s, Loss=0.7604, Acc=57.22%]
Phase1 Epoch 1/10:  51%|█████     | 633/1239 [04:13<01:41,  5.98it/s, Loss=0.7604, Acc=57.22%]
Phase1 Epoch 1/10:  51%|█████     | 633/1239 [04:13<01:41,  5.98it/s, Loss=0.7602, Acc=57.24%]
Phase1 Epoch 1/10:  51%|█████     | 634/1239 [04:13<01:38,  6.16it/s, Loss=0.7602, Acc=57.24%]
Phase1 Epoch 1/10:  51%|█████     | 634/1239 [04:13<01:38,  6.16it/s, Loss=0.7601, Acc=57.25%]
Phase1 Epoch 1/10:  51%|█████▏    | 635/1239 [04:13<01:35,  6.29it/s, Loss=0.7601, Acc=57.25%]
Phase1 Epoch 1/10:  51%|█████▏    | 635/1239 [04:13<01:35,  6.29it/s, Loss=0.7600, Acc=57.27%]
Phase1 Epoch 1/10:  51%|█████▏    | 636/1239 [04:13<01:38,  6.10it/s, Loss=0.7600, Acc=57.27%]
Phase1 Epoch 1/10:  51%|█████▏    | 636/1239 [04:13<01:38,  6.10it/s, Loss=0.7600, Acc=57.28%]
Phase1 Epoch 1/10:  51%|█████▏    | 637/1239 [04:13<01:41,  5.94it/s, Loss=0.7600, Acc=57.28%]
Phase1 Epoch 1/10:  51%|█████▏    | 637/1239 [04:13<01:41,  5.94it/s, Loss=0.7599, Acc=57.27%]
Phase1 Epoch 1/10:  51%|█████▏    | 638/1239 [04:13<01:38,  6.08it/s, Loss=0.7599, Acc=57.27%]
Phase1 Epoch 1/10:  51%|█████▏    | 638/1239 [04:14<01:38,  6.08it/s, Loss=0.7598, Acc=57.29%]
Phase1 Epoch 1/10:  52%|█████▏    | 639/1239 [04:14<01:36,  6.25it/s, Loss=0.7598, Acc=57.29%]
Phase1 Epoch 1/10:  52%|█████▏    | 639/1239 [04:14<01:36,  6.25it/s, Loss=0.7598, Acc=57.28%]
Phase1 Epoch 1/10:  52%|█████▏    | 640/1239 [04:14<01:38,  6.07it/s, Loss=0.7598, Acc=57.28%]
Phase1 Epoch 1/10:  52%|█████▏    | 640/1239 [04:14<01:38,  6.07it/s, Loss=0.7595, Acc=57.32%]
Phase1 Epoch 1/10:  52%|█████▏    | 641/1239 [04:14<01:41,  5.91it/s, Loss=0.7595, Acc=57.32%]
Phase1 Epoch 1/10:  52%|█████▏    | 641/1239 [04:14<01:41,  5.91it/s, Loss=0.7594, Acc=57.34%]
Phase1 Epoch 1/10:  52%|█████▏    | 642/1239 [04:14<01:38,  6.06it/s, Loss=0.7594, Acc=57.34%]
Phase1 Epoch 1/10:  52%|█████▏    | 642/1239 [04:14<01:38,  6.06it/s, Loss=0.7593, Acc=57.33%]
Phase1 Epoch 1/10:  52%|█████▏    | 643/1239 [04:14<01:35,  6.23it/s, Loss=0.7593, Acc=57.33%]
Phase1 Epoch 1/10:  52%|█████▏    | 643/1239 [04:14<01:35,  6.23it/s, Loss=0.7592, Acc=57.36%]
Phase1 Epoch 1/10:  52%|█████▏    | 644/1239 [04:14<01:38,  6.07it/s, Loss=0.7592, Acc=57.36%]
Phase1 Epoch 1/10:  52%|█████▏    | 644/1239 [04:15<01:38,  6.07it/s, Loss=0.7590, Acc=57.39%]
Phase1 Epoch 1/10:  52%|█████▏    | 645/1239 [04:15<01:41,  5.87it/s, Loss=0.7590, Acc=57.39%]
Phase1 Epoch 1/10:  52%|█████▏    | 645/1239 [04:15<01:41,  5.87it/s, Loss=0.7589, Acc=57.40%]
Phase1 Epoch 1/10:  52%|█████▏    | 646/1239 [04:15<01:34,  6.29it/s, Loss=0.7589, Acc=57.40%]
Phase1 Epoch 1/10:  52%|█████▏    | 646/1239 [04:15<01:34,  6.29it/s, Loss=0.7587, Acc=57.40%]
Phase1 Epoch 1/10:  52%|█████▏    | 647/1239 [04:15<01:35,  6.18it/s, Loss=0.7587, Acc=57.40%]
Phase1 Epoch 1/10:  52%|█████▏    | 647/1239 [04:15<01:35,  6.18it/s, Loss=0.7585, Acc=57.42%]
Phase1 Epoch 1/10:  52%|█████▏    | 648/1239 [04:15<01:37,  6.09it/s, Loss=0.7585, Acc=57.42%]
Phase1 Epoch 1/10:  52%|█████▏    | 648/1239 [04:15<01:37,  6.09it/s, Loss=0.7583, Acc=57.44%]
Phase1 Epoch 1/10:  52%|█████▏    | 649/1239 [04:15<01:40,  5.88it/s, Loss=0.7583, Acc=57.44%]
Phase1 Epoch 1/10:  52%|█████▏    | 649/1239 [04:15<01:40,  5.88it/s, Loss=0.7581, Acc=57.45%]
Phase1 Epoch 1/10:  52%|█████▏    | 650/1239 [04:15<01:35,  6.17it/s, Loss=0.7581, Acc=57.45%]
Phase1 Epoch 1/10:  52%|█████▏    | 650/1239 [04:15<01:35,  6.17it/s, Loss=0.7579, Acc=57.48%]
Phase1 Epoch 1/10:  53%|█████▎    | 651/1239 [04:15<01:33,  6.27it/s, Loss=0.7579, Acc=57.48%]
Phase1 Epoch 1/10:  53%|█████▎    | 651/1239 [04:16<01:33,  6.27it/s, Loss=0.7578, Acc=57.50%]
Phase1 Epoch 1/10:  53%|█████▎    | 652/1239 [04:16<01:35,  6.13it/s, Loss=0.7578, Acc=57.50%]
Phase1 Epoch 1/10:  53%|█████▎    | 652/1239 [04:16<01:35,  6.13it/s, Loss=0.7577, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 653/1239 [04:16<01:38,  5.96it/s, Loss=0.7577, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 653/1239 [04:16<01:38,  5.96it/s, Loss=0.7575, Acc=57.53%]
Phase1 Epoch 1/10:  53%|█████▎    | 654/1239 [04:16<01:34,  6.20it/s, Loss=0.7575, Acc=57.53%]
Phase1 Epoch 1/10:  53%|█████▎    | 654/1239 [04:16<01:34,  6.20it/s, Loss=0.7575, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 655/1239 [04:16<01:32,  6.30it/s, Loss=0.7575, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 655/1239 [04:16<01:32,  6.30it/s, Loss=0.7575, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 656/1239 [04:16<01:35,  6.11it/s, Loss=0.7575, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 656/1239 [04:16<01:35,  6.11it/s, Loss=0.7575, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 657/1239 [04:16<01:38,  5.93it/s, Loss=0.7575, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 657/1239 [04:17<01:38,  5.93it/s, Loss=0.7574, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 658/1239 [04:17<01:36,  6.04it/s, Loss=0.7574, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 658/1239 [04:17<01:36,  6.04it/s, Loss=0.7573, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 659/1239 [04:17<01:32,  6.26it/s, Loss=0.7573, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 659/1239 [04:17<01:32,  6.26it/s, Loss=0.7573, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 660/1239 [04:17<01:35,  6.09it/s, Loss=0.7573, Acc=57.51%]
Phase1 Epoch 1/10:  53%|█████▎    | 660/1239 [04:17<01:35,  6.09it/s, Loss=0.7573, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 661/1239 [04:17<01:37,  5.93it/s, Loss=0.7573, Acc=57.52%]
Phase1 Epoch 1/10:  53%|█████▎    | 661/1239 [04:17<01:37,  5.93it/s, Loss=0.7572, Acc=57.54%]
Phase1 Epoch 1/10:  53%|█████▎    | 662/1239 [04:17<01:35,  6.06it/s, Loss=0.7572, Acc=57.54%]
Phase1 Epoch 1/10:  53%|█████▎    | 662/1239 [04:17<01:35,  6.06it/s, Loss=0.7569, Acc=57.56%]
Phase1 Epoch 1/10:  54%|█████▎    | 663/1239 [04:17<01:32,  6.23it/s, Loss=0.7569, Acc=57.56%]
Phase1 Epoch 1/10:  54%|█████▎    | 663/1239 [04:18<01:32,  6.23it/s, Loss=0.7567, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▎    | 664/1239 [04:18<01:34,  6.08it/s, Loss=0.7567, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▎    | 664/1239 [04:18<01:34,  6.08it/s, Loss=0.7567, Acc=57.57%]
Phase1 Epoch 1/10:  54%|█████▎    | 665/1239 [04:18<01:37,  5.86it/s, Loss=0.7567, Acc=57.57%]
Phase1 Epoch 1/10:  54%|█████▎    | 665/1239 [04:18<01:37,  5.86it/s, Loss=0.7567, Acc=57.57%]
Phase1 Epoch 1/10:  54%|█████▍    | 666/1239 [04:18<01:32,  6.19it/s, Loss=0.7567, Acc=57.57%]
Phase1 Epoch 1/10:  54%|█████▍    | 666/1239 [04:18<01:32,  6.19it/s, Loss=0.7566, Acc=57.57%]
Phase1 Epoch 1/10:  54%|█████▍    | 667/1239 [04:18<01:32,  6.20it/s, Loss=0.7566, Acc=57.57%]
Phase1 Epoch 1/10:  54%|█████▍    | 667/1239 [04:18<01:32,  6.20it/s, Loss=0.7564, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▍    | 668/1239 [04:18<01:33,  6.10it/s, Loss=0.7564, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▍    | 668/1239 [04:18<01:33,  6.10it/s, Loss=0.7565, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▍    | 669/1239 [04:18<01:36,  5.93it/s, Loss=0.7565, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▍    | 669/1239 [04:19<01:36,  5.93it/s, Loss=0.7563, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▍    | 670/1239 [04:19<01:33,  6.12it/s, Loss=0.7563, Acc=57.58%]
Phase1 Epoch 1/10:  54%|█████▍    | 670/1239 [04:19<01:33,  6.12it/s, Loss=0.7563, Acc=57.59%]
Phase1 Epoch 1/10:  54%|█████▍    | 671/1239 [04:19<01:29,  6.34it/s, Loss=0.7563, Acc=57.59%]
Phase1 Epoch 1/10:  54%|█████▍    | 671/1239 [04:19<01:29,  6.34it/s, Loss=0.7560, Acc=57.63%]
Phase1 Epoch 1/10:  54%|█████▍    | 672/1239 [04:19<01:32,  6.14it/s, Loss=0.7560, Acc=57.63%]
Phase1 Epoch 1/10:  54%|█████▍    | 672/1239 [04:19<01:32,  6.14it/s, Loss=0.7559, Acc=57.62%]
Phase1 Epoch 1/10:  54%|█████▍    | 673/1239 [04:19<01:34,  5.97it/s, Loss=0.7559, Acc=57.62%]
Phase1 Epoch 1/10:  54%|█████▍    | 673/1239 [04:19<01:34,  5.97it/s, Loss=0.7558, Acc=57.64%]
Phase1 Epoch 1/10:  54%|█████▍    | 674/1239 [04:19<01:32,  6.12it/s, Loss=0.7558, Acc=57.64%]
Phase1 Epoch 1/10:  54%|█████▍    | 674/1239 [04:19<01:32,  6.12it/s, Loss=0.7557, Acc=57.65%]
Phase1 Epoch 1/10:  54%|█████▍    | 675/1239 [04:19<01:29,  6.32it/s, Loss=0.7557, Acc=57.65%]
Phase1 Epoch 1/10:  54%|█████▍    | 675/1239 [04:20<01:29,  6.32it/s, Loss=0.7556, Acc=57.66%]
Phase1 Epoch 1/10:  55%|█████▍    | 676/1239 [04:20<01:31,  6.13it/s, Loss=0.7556, Acc=57.66%]
Phase1 Epoch 1/10:  55%|█████▍    | 676/1239 [04:20<01:31,  6.13it/s, Loss=0.7555, Acc=57.67%]
Phase1 Epoch 1/10:  55%|█████▍    | 677/1239 [04:20<01:34,  5.95it/s, Loss=0.7555, Acc=57.67%]
Phase1 Epoch 1/10:  55%|█████▍    | 677/1239 [04:20<01:34,  5.95it/s, Loss=0.7554, Acc=57.67%]
Phase1 Epoch 1/10:  55%|█████▍    | 678/1239 [04:20<01:33,  6.03it/s, Loss=0.7554, Acc=57.67%]
Phase1 Epoch 1/10:  55%|█████▍    | 678/1239 [04:20<01:33,  6.03it/s, Loss=0.7552, Acc=57.70%]
Phase1 Epoch 1/10:  55%|█████▍    | 679/1239 [04:20<01:29,  6.26it/s, Loss=0.7552, Acc=57.70%]
Phase1 Epoch 1/10:  55%|█████▍    | 679/1239 [04:20<01:29,  6.26it/s, Loss=0.7551, Acc=57.72%]
Phase1 Epoch 1/10:  55%|█████▍    | 680/1239 [04:20<01:31,  6.11it/s, Loss=0.7551, Acc=57.72%]
Phase1 Epoch 1/10:  55%|█████▍    | 680/1239 [04:20<01:31,  6.11it/s, Loss=0.7550, Acc=57.74%]
Phase1 Epoch 1/10:  55%|█████▍    | 681/1239 [04:20<01:34,  5.93it/s, Loss=0.7550, Acc=57.74%]
Phase1 Epoch 1/10:  55%|█████▍    | 681/1239 [04:21<01:34,  5.93it/s, Loss=0.7549, Acc=57.76%]
Phase1 Epoch 1/10:  55%|█████▌    | 682/1239 [04:21<01:30,  6.12it/s, Loss=0.7549, Acc=57.76%]
Phase1 Epoch 1/10:  55%|█████▌    | 682/1239 [04:21<01:30,  6.12it/s, Loss=0.7549, Acc=57.75%]
Phase1 Epoch 1/10:  55%|█████▌    | 683/1239 [04:21<01:28,  6.28it/s, Loss=0.7549, Acc=57.75%]
Phase1 Epoch 1/10:  55%|█████▌    | 683/1239 [04:21<01:28,  6.28it/s, Loss=0.7547, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 684/1239 [04:21<01:31,  6.10it/s, Loss=0.7547, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 684/1239 [04:21<01:31,  6.10it/s, Loss=0.7546, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 685/1239 [04:21<01:33,  5.90it/s, Loss=0.7546, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 685/1239 [04:21<01:33,  5.90it/s, Loss=0.7545, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 686/1239 [04:21<01:30,  6.09it/s, Loss=0.7545, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 686/1239 [04:21<01:30,  6.09it/s, Loss=0.7544, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 687/1239 [04:21<01:27,  6.30it/s, Loss=0.7544, Acc=57.78%]
Phase1 Epoch 1/10:  55%|█████▌    | 687/1239 [04:22<01:27,  6.30it/s, Loss=0.7542, Acc=57.80%]
Phase1 Epoch 1/10:  56%|█████▌    | 688/1239 [04:22<01:30,  6.11it/s, Loss=0.7542, Acc=57.80%]
Phase1 Epoch 1/10:  56%|█████▌    | 688/1239 [04:22<01:30,  6.11it/s, Loss=0.7540, Acc=57.82%]
Phase1 Epoch 1/10:  56%|█████▌    | 689/1239 [04:22<01:32,  5.94it/s, Loss=0.7540, Acc=57.82%]
Phase1 Epoch 1/10:  56%|█████▌    | 689/1239 [04:22<01:32,  5.94it/s, Loss=0.7539, Acc=57.82%]
Phase1 Epoch 1/10:  56%|█████▌    | 690/1239 [04:22<01:30,  6.05it/s, Loss=0.7539, Acc=57.82%]
Phase1 Epoch 1/10:  56%|█████▌    | 690/1239 [04:22<01:30,  6.05it/s, Loss=0.7539, Acc=57.82%]
Phase1 Epoch 1/10:  56%|█████▌    | 691/1239 [04:22<01:27,  6.27it/s, Loss=0.7539, Acc=57.82%]
Phase1 Epoch 1/10:  56%|█████▌    | 691/1239 [04:22<01:27,  6.27it/s, Loss=0.7537, Acc=57.85%]
Phase1 Epoch 1/10:  56%|█████▌    | 692/1239 [04:22<01:29,  6.09it/s, Loss=0.7537, Acc=57.85%]
Phase1 Epoch 1/10:  56%|█████▌    | 692/1239 [04:22<01:29,  6.09it/s, Loss=0.7535, Acc=57.86%]
Phase1 Epoch 1/10:  56%|█████▌    | 693/1239 [04:22<01:32,  5.92it/s, Loss=0.7535, Acc=57.86%]
Phase1 Epoch 1/10:  56%|█████▌    | 693/1239 [04:23<01:32,  5.92it/s, Loss=0.7535, Acc=57.86%]
Phase1 Epoch 1/10:  56%|█████▌    | 694/1239 [04:23<01:30,  6.04it/s, Loss=0.7535, Acc=57.86%]
Phase1 Epoch 1/10:  56%|█████▌    | 694/1239 [04:23<01:30,  6.04it/s, Loss=0.7534, Acc=57.86%]
Phase1 Epoch 1/10:  56%|█████▌    | 695/1239 [04:23<01:26,  6.28it/s, Loss=0.7534, Acc=57.86%]
Phase1 Epoch 1/10:  56%|█████▌    | 695/1239 [04:23<01:26,  6.28it/s, Loss=0.7532, Acc=57.87%]
Phase1 Epoch 1/10:  56%|█████▌    | 696/1239 [04:23<01:28,  6.12it/s, Loss=0.7532, Acc=57.87%]
Phase1 Epoch 1/10:  56%|█████▌    | 696/1239 [04:23<01:28,  6.12it/s, Loss=0.7530, Acc=57.89%]
Phase1 Epoch 1/10:  56%|█████▋    | 697/1239 [04:23<01:31,  5.95it/s, Loss=0.7530, Acc=57.89%]
Phase1 Epoch 1/10:  56%|█████▋    | 697/1239 [04:23<01:31,  5.95it/s, Loss=0.7530, Acc=57.90%]
Phase1 Epoch 1/10:  56%|█████▋    | 698/1239 [04:23<01:28,  6.13it/s, Loss=0.7530, Acc=57.90%]
Phase1 Epoch 1/10:  56%|█████▋    | 698/1239 [04:23<01:28,  6.13it/s, Loss=0.7529, Acc=57.90%]
Phase1 Epoch 1/10:  56%|█████▋    | 699/1239 [04:23<01:25,  6.29it/s, Loss=0.7529, Acc=57.90%]
Phase1 Epoch 1/10:  56%|█████▋    | 699/1239 [04:24<01:25,  6.29it/s, Loss=0.7528, Acc=57.91%]
Phase1 Epoch 1/10:  56%|█████▋    | 700/1239 [04:24<01:28,  6.11it/s, Loss=0.7528, Acc=57.91%]
Phase1 Epoch 1/10:  56%|█████▋    | 700/1239 [04:24<01:28,  6.11it/s, Loss=0.7526, Acc=57.92%]
